Index;Time point [ms];Iteration length [ms];Cost
0;5;5;1.9002209785671122E7
1;6;1;1.900220915286158E7
2;9;3;1.700198356840542E7
3;13;4;1.600193849345711E7
4;18;5;1.6001772166786762E7
5;27;9;1.6001772166786762E7
6;33;6;1.6001772166786762E7
7;35;2;1.6001772166786762E7
8;41;6;1.6001772166786762E7
9;49;8;1.6001772166786762E7
10;55;6;1.6001772166786762E7
11;55;0;1.6001772166786762E7
12;57;2;1.6001772166786762E7
13;62;5;1.6001772166786762E7
14;63;1;1.6001772166786762E7
15;65;2;1.6001772166786762E7
16;70;5;1.50017675808819E7
17;72;2;1.5001674475231111E7
18;74;2;1.5001648853814382E7
19;83;9;1.5001648853814382E7
20;87;4;1.5001648853814382E7
21;91;4;1.5001648853814382E7
22;97;6;1.5001648853814382E7
23;104;7;1.5001648853814382E7
24;106;2;1.5001648853814382E7
25;106;0;1.5001648853814382E7
26;110;4;1.5001648853814382E7
27;116;6;1.5001648853814382E7
28;124;8;1.5001648853814382E7
29;131;7;1.5001648853814382E7
30;136;5;1.5001648853814382E7
31;142;6;1.5001648853814382E7
32;146;4;1.5001648853814382E7
33;152;6;1.5001648853814382E7
34;161;9;1.5001648853814382E7
35;164;3;1.5001648853814382E7
36;165;1;1.5001648853814382E7
37;167;2;1.5001648853814382E7
38;167;0;1.5001648853814382E7
39;171;4;1.5001648853814382E7
40;174;3;1.5001648853814382E7
41;177;3;1.5001648853814382E7
42;179;2;1.5001648853814382E7
43;182;3;1.5001648853814382E7
44;185;3;1.5001648853814382E7
45;189;4;1.5001648853814382E7
46;189;0;1.5001648853814382E7
47;193;4;1.5001648853814382E7
48;196;3;1.5001648853814382E7
49;198;2;1.5001648853814382E7
50;201;3;1.5001648853814382E7
51;204;3;1.4001546343724057E7
52;208;4;1.4001546343724057E7
53;212;4;1.4001546343724057E7
54;218;6;1.4001546343724057E7
55;221;3;1.4001546343724057E7
56;226;5;1.4001546343724057E7
57;228;2;1.4001546343724057E7
58;232;4;1.4001546343724057E7
59;234;2;1.4001546343724057E7
60;238;4;1.4001546343724057E7
61;241;3;1.4001546343724057E7
62;242;1;1.4001546343724057E7
63;244;2;1.4001546343724057E7
64;247;3;1.4001546343724057E7
65;250;3;1.4001546343724057E7
66;254;4;1.4001546343724057E7
67;256;2;1.4001546343724057E7
68;260;4;1.4001546343724057E7
69;261;1;1.4001546343724057E7
70;267;6;1.4001546343724057E7
71;271;4;1.4001546343724057E7
72;276;5;1.4001546343724057E7
73;281;5;1.4001546343724057E7
74;286;5;1.4001546343724057E7
75;290;4;1.4001546343724057E7
76;292;2;1.4001546343724057E7
77;299;7;1.4001546343724057E7
78;301;2;1.4001546343724057E7
79;307;6;1.4001546343724057E7
80;309;2;1.4001546343724057E7
81;312;3;1.4001546343724057E7
82;316;4;1.4001546343724057E7
83;318;2;1.4001546343724057E7
84;319;1;1.4001546343724057E7
85;322;3;1.4001546343724057E7
86;325;3;1.4001546343724057E7
87;328;3;1.4001546343724057E7
88;329;1;1.4001546343724057E7
89;331;2;1.4001546343724057E7
90;335;4;1.4001546343724057E7
91;338;3;1.4001546343724057E7
92;341;3;1.4001546343724057E7
93;344;3;1.4001546343724057E7
94;346;2;1.4001546343724057E7
95;346;0;1.4001546343724057E7
96;351;5;1.4001546343724057E7
97;354;3;1.4001546343724057E7
98;356;2;1.4001546343724057E7
99;359;3;1.4001546343724057E7
100;365;6;1.4001546343724057E7
101;372;7;1.4001546343724057E7
102;374;2;1.4001546343724057E7
103;377;3;1.4001546343724057E7
104;379;2;1.4001546343724057E7
105;382;3;1.4001546343724057E7
106;385;3;1.4001546343724057E7
107;388;3;1.4001546343724057E7
108;392;4;1.4001546343724057E7
109;395;3;1.4001546343724057E7
110;398;3;1.4001546343724057E7
111;400;2;1.4001546343724057E7
112;403;3;1.4001546343724057E7
113;408;5;1.4001546343724057E7
114;413;5;1.4001546343724057E7
115;414;1;1.4001546343724057E7
116;419;5;1.4001546343724057E7
117;422;3;1.4001546343724057E7
118;423;1;1.4001546343724057E7
119;426;3;1.4001546343724057E7
120;431;5;1.4001546343724057E7
121;435;4;1.4001546343724057E7
122;441;6;1.4001546343724057E7
123;445;4;1.4001546343724057E7
124;446;1;1.4001546343724057E7
125;450;4;1.4001546343724057E7
126;455;5;1.4001546343724057E7
127;456;1;1.4001546343724057E7
128;457;1;1.4001546343724057E7
129;462;5;1.4001546343724057E7
130;466;4;1.4001546343724057E7
131;472;6;1.4001546343724057E7
132;476;4;1.4001546343724057E7
133;477;1;1.4001546343724057E7
134;479;2;1.4001546343724057E7
135;484;5;1.4001546343724057E7
136;485;1;1.4001546343724057E7
137;487;2;1.4001546343724057E7
138;490;3;1.4001546343724057E7
139;492;2;1.4001546343724057E7
140;497;5;1.4001546343724057E7
141;501;4;1.4001546343724057E7
142;504;3;1.4001546343724057E7
143;508;4;1.4001546343724057E7
144;513;5;1.4001546343724057E7
145;519;6;1.4001546343724057E7
146;525;6;1.4001546343724057E7
147;531;6;1.4001546343724057E7
148;536;5;1.4001546343724057E7
149;541;5;1.4001546343724057E7
150;544;3;1.4001546343724057E7
151;547;3;1.4001546343724057E7
152;551;4;1.4001546343724057E7
153;554;3;1.4001546343724057E7
154;558;4;1.4001546343724057E7
155;561;3;1.4001546343724057E7
156;565;4;1.4001546343724057E7
157;566;1;1.4001546343724057E7
158;569;3;1.4001546343724057E7
159;575;6;1.4001546343724057E7
160;578;3;1.4001546343724057E7
161;583;5;1.4001546343724057E7
162;585;2;1.4001546343724057E7
163;590;5;1.4001546343724057E7
164;601;11;1.4001546343724057E7
165;606;5;1.4001546343724057E7
166;612;6;1.4001546343724057E7
167;619;7;1.4001546343724057E7
168;623;4;1.4001546343724057E7
169;626;3;1.4001546343724057E7
170;633;7;1.4001546343724057E7
171;637;4;1.4001546343724057E7
172;647;10;1.4001546343724057E7
173;664;17;1.4001546343724057E7
174;665;1;1.4001546343724057E7
175;674;9;1.4001546343724057E7
176;675;1;1.4001546343724057E7
177;678;3;1.4001546343724057E7
178;681;3;1.4001546343724057E7
179;686;5;1.4001546343724057E7
180;692;6;1.4001546343724057E7
181;698;6;1.4001546343724057E7
182;706;8;1.4001546343724057E7
183;708;2;1.4001546343724057E7
184;713;5;1.4001546343724057E7
185;719;6;1.4001546343724057E7
186;722;3;1.4001546343724057E7
187;724;2;1.4001546343724057E7
188;734;10;1.4001546343724057E7
189;741;7;1.4001546343724057E7
190;748;7;1.400141977863989E7
191;754;6;1.400141977863989E7
192;759;5;1.400141977863989E7
193;760;1;1.400141977863989E7
194;769;9;1.400141977863989E7
195;772;3;1.400141977863989E7
196;773;1;1.400141977863989E7
197;778;5;1.400141977863989E7
198;785;7;1.400141977863989E7
199;791;6;1.400141977863989E7
200;800;9;1.400141977863989E7
201;801;1;1.400141977863989E7
202;808;7;1.400141977863989E7
203;826;18;1.400141977863989E7
204;827;1;1.400141977863989E7
205;832;5;1.400141977863989E7
206;833;1;1.400141977863989E7
207;838;5;1.400141977863989E7
208;844;6;1.400141977863989E7
209;846;2;1.400141977863989E7
210;853;7;1.400141977863989E7
211;859;6;1.400141977863989E7
212;860;1;1.400141977863989E7
213;867;7;1.400141977863989E7
214;877;10;1.400141977863989E7
215;888;11;1.400141977863989E7
216;894;6;1.400141977863989E7
217;895;1;1.400141977863989E7
218;901;6;1.400141977863989E7
219;903;2;1.400141977863989E7
220;907;4;1.400141977863989E7
221;908;1;1.400141977863989E7
222;910;2;1.400141977863989E7
223;914;4;1.400141977863989E7
224;917;3;1.400141977863989E7
225;921;4;1.400141977863989E7
226;923;2;1.400141977863989E7
227;924;1;1.400141977863989E7
228;929;5;1.400141977863989E7
229;933;4;1.400141977863989E7
230;938;5;1.400141977863989E7
231;947;9;1.400141977863989E7
232;951;4;1.400141977863989E7
233;952;1;1.400141977863989E7
234;955;3;1.400141977863989E7
235;959;4;1.400141977863989E7
236;963;4;1.400141977863989E7
237;967;4;1.400141977863989E7
238;972;5;1.400141977863989E7
239;974;2;1.400141977863989E7
240;978;4;1.400141977863989E7
241;983;5;1.400141977863989E7
242;986;3;1.400141977863989E7
243;988;2;1.400141977863989E7
244;991;3;1.400141977863989E7
245;994;3;1.400141977863989E7
246;997;3;1.400141977863989E7
247;1001;4;1.400141977863989E7
248;1006;5;1.400141977863989E7
249;1008;2;1.400141977863989E7
250;1009;1;1.400141977863989E7
251;1010;1;1.400141977863989E7
252;1012;2;1.400141977863989E7
253;1017;5;1.400141977863989E7
254;1020;3;1.400141977863989E7
255;1020;0;1.400141977863989E7
256;1021;1;1.400141977863989E7
257;1024;3;1.400141977863989E7
258;1027;3;1.400141977863989E7
259;1030;3;1.400141977863989E7
