Index;Time point [ms];Iteration length [ms];Cost
0;7;7;1.500310191310886E7
1;11;4;1.400298004012549E7
2;15;4;1.4002351984498138E7
3;16;1;1.4002351984498138E7
4;21;5;1.4002351984498138E7
5;24;3;1.4002200347209584E7
6;25;1;1.4002188624166697E7
7;28;3;1.300240179661797E7
8;30;2;1.300240179661797E7
9;31;1;1.300240179661797E7
10;33;2;1.300240179661797E7
11;36;3;1.300240179661797E7
12;37;1;1.300240179661797E7
13;40;3;1.300240179661797E7
14;43;3;1.300240179661797E7
15;46;3;1.300240179661797E7
16;49;3;1.300240179661797E7
17;52;3;1.300240179661797E7
18;54;2;1.300240179661797E7
19;57;3;1.300240179661797E7
20;60;3;1.300240179661797E7
21;62;2;1.3001844207859997E7
22;65;3;1.3001844207859997E7
23;68;3;1.3001674901348786E7
24;69;1;1.3001674901348786E7
25;71;2;1.3001674901348786E7
26;74;3;1.3001674901348786E7
27;76;2;1.3001674901348786E7
28;79;3;1.3001674901348786E7
29;82;3;1.3001674901348786E7
30;84;2;1.3001674901348786E7
31;88;4;1.3001674901348786E7
32;91;3;1.3001674901348786E7
33;94;3;1.3001674901348786E7
34;96;2;1.3001674901348786E7
35;99;3;1.3001674901348786E7
36;103;4;1.3001674901348786E7
37;106;3;1.3001674901348786E7
38;108;2;1.3001674901348786E7
39;110;2;1.3001674901348786E7
40;114;4;1.3001674901348786E7
41;117;3;1.3001674901348786E7
42;120;3;1.3001674901348786E7
43;123;3;1.3001674901348786E7
44;125;2;1.3001674901348786E7
45;129;4;1.3001674901348786E7
46;131;2;1.3001674901348786E7
47;135;4;1.3001674901348786E7
48;137;2;1.3001674901348786E7
49;137;0;1.3001674901348786E7
50;138;1;1.3001674901348786E7
51;140;2;1.3001674901348786E7
52;144;4;1.3001674901348786E7
53;144;0;1.3001674901348786E7
54;146;2;1.3001674901348786E7
55;148;2;1.3001674901348786E7
56;152;4;1.3001674901348786E7
57;156;4;1.3001630608777586E7
58;160;4;1.3001630608777586E7
59;164;4;1.2001672202084005E7
60;170;6;1.2001672202084005E7
61;174;4;1.2001672202084005E7
62;179;5;1.2001137141121637E7
63;183;4;1.2001137141121637E7
64;187;4;1.2001137141121637E7
65;189;2;1.2001137141121637E7
66;190;1;1.2001137141121637E7
67;195;5;1.2001137141121637E7
68;199;4;1.2001137141121637E7
69;202;3;1.2001137141121637E7
70;204;2;1.2001137141121637E7
71;206;2;1.2001137141121637E7
72;209;3;1.2001137141121637E7
73;210;1;1.2001137141121637E7
74;211;1;1.2001137141121637E7
75;213;2;1.2001137141121637E7
76;216;3;1.2001137141121637E7
77;217;1;1.2001137141121637E7
78;220;3;1.2001137141121637E7
79;223;3;1.2001137141121637E7
80;227;4;1.2001137141121637E7
81;229;2;1.2001137141121637E7
82;233;4;1.2001137141121637E7
83;236;3;1.2001137141121637E7
84;239;3;1.2001137141121637E7
85;241;2;1.2001137141121637E7
86;242;1;1.2001137141121637E7
87;244;2;1.2001137141121637E7
88;246;2;1.2001137141121637E7
89;248;2;1.2001137141121637E7
90;249;1;1.2001137141121637E7
91;251;2;1.2001137141121637E7
92;255;4;1.2001137141121637E7
93;259;4;1.2001137141121637E7
94;262;3;1.2001137141121637E7
95;264;2;1.2001137141121637E7
96;266;2;1.2001137141121637E7
97;270;4;1.2001137141121637E7
98;273;3;1.2001137141121637E7
99;276;3;1.2001137141121637E7
100;279;3;1.2001137141121637E7
101;281;2;1.2001137141121637E7
102;283;2;1.2001137141121637E7
103;286;3;1.2001137141121637E7
104;288;2;1.2001137141121637E7
105;292;4;1.2001137141121637E7
106;294;2;1.2001137141121637E7
107;298;4;1.2001137141121637E7
108;300;2;1.2001137141121637E7
109;302;2;1.2001137141121637E7
110;305;3;1.2001137141121637E7
111;306;1;1.2001137141121637E7
112;307;1;1.2001137141121637E7
113;309;2;1.2001137141121637E7
114;309;0;1.2001137141121637E7
115;311;2;1.2001137141121637E7
116;314;3;1.2001137141121637E7
117;317;3;1.2001137141121637E7
118;321;4;1.2001137141121637E7
119;324;3;1.2001137141121637E7
120;326;2;1.2001137141121637E7
121;329;3;1.2001137141121637E7
122;329;0;1.2001137141121637E7
123;332;3;1.2001137141121637E7
124;335;3;1.2001137141121637E7
125;335;0;1.2001137141121637E7
126;338;3;1.2001137141121637E7
127;341;3;1.2001137141121637E7
128;342;1;1.2001137141121637E7
129;345;3;1.2001137141121637E7
130;347;2;1.2001137141121637E7
131;350;3;1.2001137141121637E7
132;353;3;1.2001137141121637E7
133;354;1;1.2001137141121637E7
134;359;5;1.2001137141121637E7
135;363;4;1.2001137141121637E7
136;365;2;1.2001137141121637E7
137;367;2;1.2001137141121637E7
138;370;3;1.2001137141121637E7
139;370;0;1.2001137141121637E7
140;373;3;1.2001137141121637E7
141;375;2;1.2001137141121637E7
142;378;3;1.2001137141121637E7
143;379;1;1.2001137141121637E7
144;382;3;1.2001137141121637E7
145;382;0;1.2001137141121637E7
146;385;3;1.2001137141121637E7
147;386;1;1.2001137141121637E7
148;387;1;1.2001137141121637E7
149;389;2;1.2001137141121637E7
150;392;3;1.2001137141121637E7
151;395;3;1.2001137141121637E7
152;397;2;1.2001137141121637E7
153;400;3;1.2001137141121637E7
154;403;3;1.2001137141121637E7
155;403;0;1.2001137141121637E7
156;406;3;1.2001137141121637E7
157;409;3;1.2001137141121637E7
158;412;3;1.2001137141121637E7
159;414;2;1.2001137141121637E7
160;416;2;1.2001137141121637E7
161;419;3;1.2001137141121637E7
162;422;3;1.2001137141121637E7
163;424;2;1.2001137141121637E7
164;425;1;1.2001137141121637E7
165;427;2;1.2001137141121637E7
166;430;3;1.2001137141121637E7
167;433;3;1.2001137141121637E7
168;435;2;1.2001137141121637E7
169;437;2;1.2001137141121637E7
170;440;3;1.2001137141121637E7
171;443;3;1.2001137141121637E7
172;445;2;1.2001137141121637E7
