Index;Time point [ms];Iteration length [ms];Cost
0;5;5;1.8002501436769243E7
1;9;4;1.8002501436769243E7
2;12;3;1.8002501436769243E7
3;15;3;1.8002501436769243E7
4;18;3;1.8002501436769243E7
5;20;2;1.8002501436769243E7
6;22;2;1.8002501436769243E7
7;27;5;1.8002501436769243E7
8;30;3;1.8002268116624117E7
9;34;4;1.8002268116624117E7
10;37;3;1.8001951595787473E7
11;41;4;1.7002156012439407E7
12;46;5;1.7002156012439407E7
13;51;5;1.700205502606609E7
14;54;3;1.700205502606609E7
15;55;1;1.700205502606609E7
16;60;5;1.7002006109749712E7
17;62;2;1.7002006109749712E7
18;63;1;1.7002006109749712E7
19;66;3;1.7002006109749712E7
20;69;3;1.7002006109749712E7
21;72;3;1.7002006109749712E7
22;74;2;1.7002006109749712E7
23;77;3;1.7002006109749712E7
24;81;4;1.7002006109749712E7
25;83;2;1.7002006109749712E7
26;85;2;1.7002006109749712E7
27;90;5;1.7002006109749712E7
28;91;1;1.7002006109749712E7
29;94;3;1.7002006109749712E7
30;95;1;1.7002006109749712E7
31;99;4;1.7002006109749712E7
32;99;0;1.7002006109749712E7
33;102;3;1.7002006109749712E7
34;106;4;1.7002006109749712E7
35;110;4;1.7002006109749712E7
36;113;3;1.7002006109749712E7
37;115;2;1.7002006109749712E7
38;118;3;1.7001869858745225E7
39;120;2;1.7001869858745225E7
40;124;4;1.6001859459228018E7
41;128;4;1.6001859459228018E7
42;130;2;1.6001859459228018E7
43;133;3;1.6001859459228018E7
44;134;1;1.6001859459228018E7
45;137;3;1.6001859459228018E7
46;145;8;1.6001859459228018E7
47;146;1;1.6001859459228018E7
48;149;3;1.6001859459228018E7
49;150;1;1.6001859459228018E7
50;153;3;1.6001859459228018E7
51;157;4;1.6001859459228018E7
52;160;3;1.6001859459228018E7
53;162;2;1.6001859459228018E7
54;164;2;1.6001859459228018E7
55;167;3;1.6001859459228018E7
56;170;3;1.6001859459228018E7
57;175;5;1.6001859459228018E7
58;178;3;1.6001859459228018E7
59;181;3;1.6001859459228018E7
60;184;3;1.6001859459228018E7
61;187;3;1.6001859459228018E7
62;191;4;1.6001859459228018E7
63;195;4;1.6001859459228018E7
64;197;2;1.6001859459228018E7
65;200;3;1.6001859459228018E7
66;201;1;1.6001859459228018E7
67;201;0;1.6001859459228018E7
68;204;3;1.6001859459228018E7
69;206;2;1.6001859459228018E7
70;206;0;1.6001859459228018E7
71;207;1;1.6001859459228018E7
72;212;5;1.6001859459228018E7
73;215;3;1.6001859459228018E7
74;217;2;1.6001859459228018E7
75;219;2;1.6001859459228018E7
76;225;6;1.6001859459228018E7
77;229;4;1.6001859459228018E7
78;229;0;1.6001859459228018E7
79;233;4;1.6001859459228018E7
80;235;2;1.6001859459228018E7
81;239;4;1.6001859459228018E7
82;242;3;1.6001859459228018E7
83;245;3;1.6001859459228018E7
84;248;3;1.6001859459228018E7
85;251;3;1.6001859459228018E7
86;255;4;1.6001859459228018E7
87;257;2;1.6001859459228018E7
88;261;4;1.6001859459228018E7
