Index;Time point [ms];Iteration length [ms];Cost
0;7;7;5002003.148609551
1;10;3;5001884.71874178
2;14;4;5001849.940287425
3;20;6;5001812.951064017
4;23;3;5001811.213705654
5;27;4;5001701.2924053455
6;32;5;5001701.2924053455
7;37;5;5001688.554237841
8;41;4;5001647.534831446
9;44;3;5001628.641442523
10;47;3;5001628.641442523
11;49;2;5001501.332237203
12;54;5;5001501.332237203
13;59;5;5001501.332237203
14;63;4;5001501.332237203
15;68;5;5001501.332237203
16;73;5;5001435.3892227085
17;74;1;5001435.3892227085
18;78;4;5001435.3892227085
19;82;4;5001435.3892227085
20;87;5;5001435.3892227085
21;90;3;5001435.3892227085
22;94;4;5001435.3892227085
23;98;4;5001435.3892227085
24;102;4;5001435.3892227085
25;102;0;5001435.3892227085
26;106;4;5001435.3892227085
27;110;4;5001435.3892227085
28;114;4;5001435.3892227085
29;120;6;5001435.3892227085
30;125;5;5001435.3892227085
31;129;4;5001435.3892227085
32;134;5;5001435.3892227085
33;137;3;5001435.3892227085
34;141;4;5001435.3892227085
35;144;3;5001435.3892227085
36;145;1;5001435.3892227085
37;149;4;5001420.216177917
38;154;5;5001420.216177917
39;157;3;5001420.216177917
40;160;3;5001420.216177917
41;161;1;5001420.216177917
42;164;3;5001420.216177917
43;169;5;5001420.216177917
44;170;1;5001420.216177917
45;175;5;5001420.216177917
46;179;4;5001420.216177917
47;184;5;5001420.216177917
48;189;5;5001420.216177917
49;193;4;5001420.216177917
50;198;5;5001420.216177917
51;202;4;5001420.216177917
52;208;6;5001420.216177917
53;212;4;5001420.216177917
54;212;0;5001420.216177917
55;213;1;5001420.216177917
56;216;3;5001420.216177917
57;220;4;5001420.216177917
58;224;4;5001420.216177917
59;229;5;5001420.216177917
60;232;3;5001420.216177917
61;238;6;5001420.216177917
62;244;6;5001420.216177917
63;249;5;5001420.216177917
64;254;5;5001420.216177917
65;255;1;5001420.216177917
66;256;1;5001420.216177917
67;257;1;5001420.216177917
68;258;1;5001420.216177917
69;259;1;5001420.216177917
70;260;1;5001420.216177917
71;260;0;5001420.216177917
72;265;5;5001420.216177917
73;270;5;5001420.216177917
74;274;4;5001420.216177917
75;279;5;5001420.216177917
76;287;8;5001420.216177917
77;293;6;5001420.216177917
78;298;5;5001420.216177917
79;308;10;5001420.216177917
80;310;2;5001420.216177917
81;327;17;5001420.216177917
82;328;1;5001420.216177917
83;332;4;5001420.216177917
84;333;1;5001420.216177917
85;336;3;5001420.216177917
86;342;6;5001420.216177917
87;345;3;5001420.216177917
88;345;0;5001420.216177917
89;349;4;5001420.216177917
90;353;4;5001420.216177917
91;364;11;5001420.216177917
92;368;4;4001714.9333210206
93;370;2;4001694.106607646
94;375;5;4001694.106607646
95;376;1;4001694.106607646
96;379;3;4001694.106607646
97;384;5;4001694.106607646
98;389;5;4001694.106607646
99;397;8;4001694.106607646
100;403;6;4001694.106607646
101;405;2;4001694.106607646
102;418;13;4001694.106607646
103;450;32;4001694.106607646
104;458;8;4001694.106607646
105;465;7;4001694.106607646
106;473;8;4001694.106607646
107;483;10;4001694.106607646
108;486;3;4001694.106607646
109;491;5;4001694.106607646
110;496;5;4001694.106607646
111;507;11;4001694.106607646
112;519;12;4001694.106607646
113;525;6;4001694.106607646
114;530;5;4001694.106607646
115;537;7;4001694.106607646
116;541;4;4001694.106607646
117;548;7;4001694.106607646
118;553;5;4001694.106607646
119;558;5;4001694.106607646
120;566;8;4001694.106607646
121;574;8;4001694.106607646
122;582;8;4001543.0094100744
123;589;7;4001518.2183173187
124;596;7;4001518.2183173187
125;601;5;4001518.2183173187
126;608;7;4001518.2183173187
127;615;7;4001518.2183173187
128;619;4;4001518.2183173187
129;623;4;4001518.2183173187
130;626;3;4001518.2183173187
131;629;3;4001518.2183173187
132;633;4;4001518.2183173187
133;638;5;4001518.2183173187
134;638;0;4001518.2183173187
135;648;10;4001518.2183173187
136;656;8;4001518.2183173187
137;661;5;4001518.2183173187
138;666;5;4001518.2183173187
139;668;2;4001518.2183173187
140;675;7;4001518.2183173187
141;685;10;4001518.2183173187
142;692;7;4001518.2183173187
143;699;7;4001518.2183173187
144;705;6;4001518.2183173187
145;712;7;4001518.2183173187
146;714;2;4001518.2183173187
147;719;5;4001518.2183173187
148;725;6;4001518.2183173187
149;730;5;4001518.2183173187
150;736;6;4001518.2183173187
151;745;9;4001518.2183173187
