Index;Time point [ms];Iteration length [ms];Cost
0;7;7;1.7002284815689713E7
1;8;1;1.7002284815689713E7
2;15;7;1.7001823442204084E7
3;16;1;1.7001823442204084E7
4;21;5;1.7001823442204084E7
5;26;5;1.7001649425476816E7
6;30;4;1.4001631148375612E7
7;31;1;1.4001631148375612E7
8;35;4;1.4001631148375612E7
9;36;1;1.4001631148375612E7
10;37;1;1.4001631148375612E7
11;40;3;1.4001631148375612E7
12;44;4;1.4001631148375612E7
13;48;4;1.4001631148375612E7
14;48;0;1.4001631148375612E7
15;51;3;1.4001631148375612E7
16;52;1;1.4001631148375612E7
17;55;3;1.4001631148375612E7
18;57;2;1.4001631148375612E7
19;61;4;1.4001631148375612E7
20;65;4;1.400155660556183E7
21;68;3;1.400155660556183E7
22;72;4;1.400155660556183E7
23;74;2;1.400155660556183E7
24;76;2;1.400155660556183E7
25;79;3;1.400155660556183E7
26;80;1;1.400155660556183E7
27;83;3;1.400155660556183E7
28;86;3;1.400155660556183E7
29;89;3;1.400155660556183E7
30;91;2;1.400155660556183E7
31;92;1;1.400155660556183E7
32;94;2;1.400155660556183E7
33;97;3;1.400155660556183E7
34;99;2;1.400153672952612E7
35;99;0;1.4001536005316727E7
36;100;1;1.4001536005316727E7
37;102;2;1.4001536005316727E7
38;106;4;1.4001536005316727E7
39;109;3;1.4001536005316727E7
40;112;3;1.4001536005316727E7
41;112;0;1.4001536005316727E7
42;116;4;1.4001536005316727E7
43;119;3;1.4001536005316727E7
44;122;3;1.4001536005316727E7
45;125;3;1.4001536005316727E7
46;128;3;1.4001536005316727E7
47;131;3;1.4001536005316727E7
48;135;4;1.4001536005316727E7
49;139;4;1.4001536005316727E7
50;145;6;1.4001536005316727E7
51;148;3;1.4001536005316727E7
52;151;3;1.4001536005316727E7
53;155;4;1.4001536005316727E7
54;157;2;1.4001536005316727E7
55;158;1;1.4001536005316727E7
56;161;3;1.4001536005316727E7
57;162;1;1.4001536005316727E7
58;166;4;1.4001536005316727E7
59;166;0;1.4001536005316727E7
60;168;2;1.4001536005316727E7
61;170;2;1.4001536005316727E7
62;172;2;1.4001536005316727E7
63;177;5;1.4001536005316727E7
64;179;2;1.4001536005316727E7
65;183;4;1.4001536005316727E7
66;185;2;1.4001536005316727E7
67;186;1;1.3001667421003623E7
68;188;2;1.3001667421003623E7
69;192;4;1.3001667421003623E7
70;195;3;1.3001667421003623E7
71;199;4;1.3001667421003623E7
72;200;1;1.3001667421003623E7
73;201;1;1.3001667421003623E7
74;202;1;1.3001667421003623E7
75;204;2;1.3001667421003623E7
76;207;3;1.3001667421003623E7
77;211;4;1.3001667421003623E7
78;213;2;1.3001667421003623E7
79;216;3;1.3001667421003623E7
80;221;5;1.3001667421003623E7
81;224;3;1.3001667421003623E7
82;226;2;1.3001667421003623E7
83;228;2;1.3001667421003623E7
84;229;1;1.3001667421003623E7
85;231;2;1.3001667421003623E7
86;232;1;1.3001667421003623E7
87;235;3;1.3001667421003623E7
88;236;1;1.3001667421003623E7
89;239;3;1.3001667421003623E7
90;241;2;1.3001667421003623E7
91;245;4;1.3001667421003623E7
92;249;4;1.3001667421003623E7
93;253;4;1.3001667421003623E7
94;256;3;1.3001667421003623E7
95;260;4;1.3001667421003623E7
96;263;3;1.3001667421003623E7
97;266;3;1.3001667421003623E7
98;266;0;1.3001667421003623E7
99;269;3;1.3001667421003623E7
100;272;3;1.3001667421003623E7
101;272;0;1.3001667421003623E7
102;275;3;1.3001667421003623E7
103;279;4;1.3001667421003623E7
104;282;3;1.3001667421003623E7
105;285;3;1.3001667421003623E7
106;287;2;1.3001667421003623E7
107;292;5;1.3001667421003623E7
108;295;3;1.3001667421003623E7
109;297;2;1.3001667421003623E7
110;302;5;1.3001667421003623E7
111;304;2;1.3001667421003623E7
112;308;4;1.3001667421003623E7
113;311;3;1.3001667421003623E7
114;312;1;1.3001667421003623E7
115;314;2;1.3001667421003623E7
116;317;3;1.3001667421003623E7
117;319;2;1.3001667421003623E7
118;323;4;1.3001667421003623E7
119;325;2;1.3001667421003623E7
120;328;3;1.3001667421003623E7
121;332;4;1.3001667421003623E7
122;335;3;1.3001667421003623E7
123;338;3;1.3001667421003623E7
124;339;1;1.3001667421003623E7
125;342;3;1.3001667421003623E7
126;343;1;1.3001667421003623E7
127;346;3;1.3001667421003623E7
128;348;2;1.3001667421003623E7
129;350;2;1.3001667421003623E7
130;353;3;1.3001667421003623E7
131;356;3;1.3001667421003623E7
132;358;2;1.3001667421003623E7
133;360;2;1.3001667421003623E7
134;360;0;1.3001667421003623E7
135;362;2;1.3001667421003623E7
136;364;2;1.3001667421003623E7
137;366;2;1.3001667421003623E7
138;368;2;1.3001667421003623E7
139;371;3;1.3001667421003623E7
140;376;5;1.3001667421003623E7
141;379;3;1.3001667421003623E7
142;382;3;1.3001667421003623E7
143;383;1;1.3001667421003623E7
144;386;3;1.3001667421003623E7
145;391;5;1.3001667421003623E7
146;394;3;1.3001667421003623E7
147;394;0;1.3001667421003623E7
148;397;3;1.3001667421003623E7
149;400;3;1.3001667421003623E7
150;403;3;1.3001667421003623E7
151;406;3;1.3001667421003623E7
152;409;3;1.3001667421003623E7
153;413;4;1.3001667421003623E7
154;414;1;1.3001667421003623E7
155;417;3;1.3001667421003623E7
156;420;3;1.3001667421003623E7
157;423;3;1.3001667421003623E7
158;424;1;1.3001667421003623E7
159;428;4;1.3001667421003623E7
160;430;2;1.3001667421003623E7
