Index;Time point [ms];Iteration length [ms];Cost
0;613;613;4001987.3121793605
1;726;113;4001987.3121793605
2;833;107;4001660.050253883
3;862;29;4001581.1785461586
4;886;24;4001573.6544861486
5;891;5;4001573.6544861486
6;952;61;4001407.5270381523
7;1006;54;4001287.769867726
8;1090;84;4001287.769867726
9;1167;77;4001287.769867726
10;1221;54;4001287.769867726
11;1303;82;4001287.769867726
12;1384;81;4001287.769867726
13;1482;98;4001287.769867726
14;1492;10;4001287.769867726
15;1577;85;4001287.769867726
16;1650;73;4001287.769867726
17;1696;46;4001287.769867726
18;1718;22;4001287.769867726
19;1743;25;4001287.769867726
20;1771;28;4001287.769867726
21;1793;22;4001279.2773010354
22;1814;21;4001263.20586076
23;1819;5;4001263.20586076
24;1822;3;4001263.20586076
25;1850;28;4001263.20586076
26;1876;26;4001263.20586076
27;1879;3;4001263.20586076
28;1905;26;4001263.20586076
29;1957;52;4001263.20586076
30;1960;3;4001263.20586076
31;1980;20;4001263.20586076
32;2010;30;4001263.20586076
33;2028;18;4001258.9645023337
34;2040;12;4001258.9645023337
35;2063;23;4001258.9645023337
36;2085;22;4001248.594754412
37;2104;19;4001248.594754412
38;2126;22;4001248.594754412
39;2145;19;3001447.906695269
40;2156;11;3001407.51020489
41;2179;23;3001351.091187326
42;2200;21;3001351.091187326
43;2269;69;3001351.091187326
44;2297;28;3001351.091187326
45;2332;35;3001351.091187326
46;2366;34;3001351.091187326
47;2368;2;3001351.091187326
48;2383;15;3001298.254007984
49;2396;13;3001298.254007984
50;2405;9;3001296.152233827
51;2429;24;3001296.152233827
52;2444;15;3001292.861971033
53;2456;12;3001276.914899945
54;2474;18;3001276.914899945
55;2479;5;3001276.914899945
56;2484;5;3001276.914899945
57;2487;3;3001276.914899945
58;2499;12;3001276.914899945
59;2511;12;3001276.914899945
60;2525;14;3001276.914899945
61;2526;1;3001276.914899945
62;2537;11;3001276.914899945
63;2546;9;3001276.914899945
64;2548;2;3001276.914899945
65;2557;9;3001276.914899945
66;2567;10;3001276.914899945
67;2576;9;3001276.914899945
68;2593;17;3001276.914899945
69;2604;11;3001276.914899945
70;2610;6;3001276.914899945
71;2623;13;3001276.914899945
72;2631;8;3001276.914899945
73;2643;12;3001276.914899945
74;2645;2;3001276.914899945
75;2653;8;3001276.914899945
76;2654;1;3001276.914899945
77;2660;6;3001276.914899945
78;2666;6;3001276.914899945
79;2673;7;3001276.914899945
80;2681;8;3001276.914899945
81;2687;6;3001276.914899945
82;2706;19;3001276.914899945
83;2713;7;3001276.914899945
84;2726;13;3001276.914899945
85;2732;6;3001276.914899945
86;2742;10;3001276.914899945
87;2756;14;3001276.914899945
88;2763;7;3001276.914899945
89;2774;11;3001276.914899945
90;2784;10;3001276.914899945
91;2798;14;3001276.914899945
92;2823;25;3001276.914899945
93;2825;2;3001276.914899945
94;2837;12;3001276.914899945
95;2850;13;3001276.914899945
