Index;Time point [ms];Iteration length [ms];Cost
0;5;5;1.4001873851155333E7
1;8;3;1.400173879640141E7
2;11;3;1.400173879640141E7
3;14;3;1.4001654300845502E7
4;17;3;1.4001625388092773E7
5;18;1;1.4001625388092773E7
6;20;2;1.4001625388092773E7
7;22;2;1.400160746817653E7
8;24;2;1.400160746817653E7
9;28;4;1.400160746817653E7
10;32;4;1.400160746817653E7
11;35;3;1.400160746817653E7
12;39;4;1.4001420624859074E7
13;43;4;1.4001420624859074E7
14;50;7;1.4001420624859074E7
15;51;1;1.4001420624859074E7
16;54;3;1.4001420624859074E7
17;56;2;1.4001420624859074E7
18;61;5;1.4001383955256231E7
19;64;3;1.4001363328711893E7
20;71;7;1.4001363328711893E7
21;76;5;1.4001363328711893E7
22;78;2;1.4001363328711893E7
23;82;4;1.4001363328711893E7
24;85;3;1.4001363328711893E7
25;91;6;1.4001363328711893E7
26;93;2;1.4001363328711893E7
27;96;3;1.4001363328711893E7
28;100;4;1.4001363328711893E7
29;102;2;1.4001363328711893E7
30;107;5;1.3001376194368884E7
31;111;4;1.3001304832173584E7
32;115;4;1.3001304832173584E7
33;117;2;1.2001455704275038E7
34;121;4;1.2001455704275038E7
35;121;0;1.2001455704275038E7
36;124;3;1.2001455704275038E7
37;124;0;1.2001455704275038E7
38;126;2;1.2001455704275038E7
39;129;3;1.2001455704275038E7
40;132;3;1.2001455704275038E7
41;135;3;1.2001455704275038E7
42;138;3;1.2001455704275038E7
43;140;2;1.2001455704275038E7
44;146;6;1.2001455704275038E7
45;151;5;1.2001455704275038E7
46;152;1;1.2001455704275038E7
47;159;7;1.2001455704275038E7
48;164;5;1.2001455704275038E7
49;167;3;1.2001455704275038E7
50;167;0;1.2001455704275038E7
51;170;3;1.2001455704275038E7
52;173;3;1.2001455704275038E7
53;174;1;1.2001455704275038E7
54;175;1;1.2001455704275038E7
55;178;3;1.2001455704275038E7
56;181;3;1.2001455704275038E7
57;183;2;1.2001455704275038E7
58;186;3;1.2001455704275038E7
59;188;2;1.2001455704275038E7
60;192;4;1.2001455704275038E7
61;194;2;1.2001455704275038E7
62;198;4;1.2001455704275038E7
63;200;2;1.2001455704275038E7
