Index;Time point [ms];Iteration length [ms];Cost
0;5;5;1.4002484462283997E7
1;10;5;1.4002061590271661E7
2;16;6;1.4001750663772497E7
3;18;2;1.400171017308474E7
4;23;5;1.4001582822021915E7
5;27;4;1.300201562776771E7
6;31;4;1.3001905116092369E7
7;33;2;1.3001905116092369E7
8;34;1;1.3001905116092369E7
9;38;4;1.3001811443643339E7
10;44;6;1.3001760836663052E7
11;45;1;1.3001760836663052E7
12;47;2;1.3001620840761522E7
13;50;3;1.3001619485179273E7
14;55;5;1.3001461811216276E7
15;56;1;1.3001461811216276E7
16;57;1;1.3001461811216276E7
17;59;2;1.3001461811216276E7
18;61;2;1.3001461811216276E7
19;64;3;1.3001461811216276E7
20;67;3;1.3001427098307053E7
21;69;2;1.3001427098307053E7
22;72;3;1.3001427098307053E7
23;74;2;1.3001427098307053E7
24;75;1;1.3001427098307053E7
25;78;3;1.3001427098307053E7
26;78;0;1.3001427098307053E7
27;81;3;1.3001427098307053E7
28;82;1;1.3001427098307053E7
29;83;1;1.3001427098307053E7
30;87;4;1.3001427098307053E7
31;90;3;1.3001427098307053E7
32;91;1;1.3001427098307053E7
33;95;4;1.3001427098307053E7
34;96;1;1.3001427098307053E7
35;101;5;1.3001427098307053E7
36;105;4;1.3001427098307053E7
37;108;3;1.3001427098307053E7
38;112;4;1.3001427098307053E7
39;113;1;1.3001427098307053E7
40;118;5;1.3001427098307053E7
41;121;3;1.3001427098307053E7
42;125;4;1.3001427098307053E7
43;128;3;1.3001427098307053E7
44;131;3;1.2001705267516581E7
45;133;2;1.2001705267516581E7
46;136;3;1.2001705267516581E7
47;137;1;1.2001705267516581E7
48;140;3;1.2001705267516581E7
49;142;2;1.2001705267516581E7
50;142;0;1.2001705267516581E7
51;145;3;1.2001705267516581E7
52;147;2;1.2001705267516581E7
53;150;3;1.2001705267516581E7
54;153;3;1.2001705267516581E7
55;154;1;1.2001705267516581E7
56;156;2;1.2001705267516581E7
57;158;2;1.2001705267516581E7
58;159;1;1.2001705267516581E7
59;161;2;1.2001705267516581E7
60;163;2;1.2001705267516581E7
61;170;7;1.2001705267516581E7
62;174;4;1.2001705267516581E7
63;175;1;1.2001705267516581E7
64;178;3;1.2001705267516581E7
65;183;5;1.2001705267516581E7
66;184;1;1.2001705267516581E7
67;189;5;1.2001705267516581E7
68;193;4;1.2001705267516581E7
69;197;4;1.2001705267516581E7
70;202;5;1.2001705267516581E7
71;207;5;1.2001705267516581E7
72;210;3;1.2001705267516581E7
73;212;2;1.2001705267516581E7
74;215;3;1.2001705267516581E7
75;218;3;1.2001705267516581E7
76;220;2;1.2001705267516581E7
77;224;4;1.2001705267516581E7
78;226;2;1.2001705267516581E7
79;228;2;1.2001705267516581E7
80;230;2;1.2001705267516581E7
81;233;3;1.2001705267516581E7
82;235;2;1.2001705267516581E7
83;238;3;1.2001705267516581E7
84;242;4;1.2001705267516581E7
85;244;2;1.2001705267516581E7
86;246;2;1.2001705267516581E7
87;250;4;1.2001705267516581E7
88;253;3;1.2001705267516581E7
89;256;3;1.2001705267516581E7
90;260;4;1.2001705267516581E7
91;265;5;1.2001705267516581E7
92;270;5;1.2001705267516581E7
93;273;3;1.2001705267516581E7
94;277;4;1.2001705267516581E7
95;278;1;1.2001705267516581E7
96;281;3;1.2001705267516581E7
97;285;4;1.2001705267516581E7
98;288;3;1.2001599299099255E7
99;290;2;1.100154072325531E7
100;292;2;1.100154072325531E7
101;295;3;1.100154072325531E7
102;298;3;1.100154072325531E7
103;301;3;1.100154072325531E7
104;303;2;1.100154072325531E7
105;303;0;1.100154072325531E7
106;306;3;1.100154072325531E7
107;309;3;1.100154072325531E7
108;313;4;1.100154072325531E7
109;316;3;1.100154072325531E7
110;320;4;1.100154072325531E7
111;324;4;1.100154072325531E7
112;327;3;1.100154072325531E7
113;331;4;1.100154072325531E7
114;334;3;1.100154072325531E7
115;335;1;1.100154072325531E7
116;338;3;1.100154072325531E7
117;341;3;1.100154072325531E7
118;341;0;1.100154072325531E7
119;344;3;1.100154072325531E7
120;347;3;1.100154072325531E7
121;349;2;1.100154072325531E7
122;352;3;1.100154072325531E7
123;353;1;1.100154072325531E7
124;357;4;1.100154072325531E7
125;357;0;1.100154072325531E7
126;360;3;1.100154072325531E7
127;363;3;1.100154072325531E7
128;365;2;1.100154072325531E7
129;366;1;1.100154072325531E7
130;369;3;1.100154072325531E7
131;373;4;1.100154072325531E7
132;376;3;1.100154072325531E7
133;378;2;1.100154072325531E7
134;382;4;1.100154072325531E7
135;386;4;1.100154072325531E7
136;390;4;1.100154072325531E7
137;393;3;1.100154072325531E7
138;395;2;1.100154072325531E7
139;398;3;1.100154072325531E7
140;401;3;1.100154072325531E7
141;404;3;1.100154072325531E7
142;406;2;1.100154072325531E7
143;409;3;1.100154072325531E7
144;412;3;1.100154072325531E7
145;412;0;1.100154072325531E7
146;415;3;1.100154072325531E7
147;416;1;1.100154072325531E7
148;417;1;1.100154072325531E7
149;419;2;1.1001127506396921E7
150;421;2;1.100112016408264E7
151;423;2;1.100112016408264E7
152;426;3;1.100112016408264E7
153;428;2;1.100112016408264E7
154;431;3;1.100112016408264E7
155;432;1;1.100112016408264E7
156;433;1;1.100112016408264E7
157;436;3;1.100112016408264E7
158;437;1;1.100112016408264E7
159;441;4;1.100112016408264E7
160;442;1;1.100112016408264E7
161;447;5;1.100112016408264E7
162;447;0;1.100112016408264E7
163;449;2;1.100112016408264E7
164;453;4;1.100112016408264E7
165;456;3;1.100112016408264E7
166;458;2;1.100112016408264E7
167;460;2;1.100112016408264E7
168;463;3;1.100112016408264E7
169;464;1;1.100112016408264E7
170;467;3;1.100112016408264E7
171;470;3;1.100112016408264E7
172;473;3;1.100112016408264E7
173;475;2;1.100112016408264E7
174;476;1;1.100112016408264E7
175;477;1;1.100112016408264E7
