Index;Time point [ms];Iteration length [ms];Cost
0;6;6;7002732.822433372
1;10;4;7002194.678378133
2;11;1;7002144.813785041
3;15;4;5002154.994184773
4;19;4;5002025.983212681
5;23;4;5001935.358540097
6;27;4;5001935.358540097
7;32;5;5001935.358540097
8;36;4;5001935.358540097
9;40;4;5001935.358540097
10;41;1;5001935.358540097
11;46;5;5001935.358540097
12;49;3;5001935.358540097
13;53;4;5001935.358540097
14;59;6;5001935.358540097
15;65;6;5001935.358540097
16;67;2;5001935.358540097
17;71;4;5001935.358540097
18;74;3;5001935.358540097
19;75;1;5001935.358540097
20;77;2;5001935.358540097
21;80;3;5001935.22789248
22;80;0;5001935.22789248
23;84;4;5001935.22789248
24;87;3;5001935.22789248
25;92;5;5001935.22789248
26;97;5;5001935.22789248
27;103;6;5001871.300663279
28;104;1;5001871.300663279
29;108;4;5001871.300663279
30;112;4;5001871.300663279
31;113;1;5001871.300663279
32;117;4;5001821.33866082
33;120;3;5001821.33866082
34;121;1;5001821.33866082
35;121;0;5001821.33866082
36;126;5;5001821.33866082
37;127;1;5001821.33866082
38;131;4;5001821.33866082
39;133;2;5001821.33866082
40;136;3;5001821.33866082
41;142;6;5001792.789592328
42;149;7;5001792.789592328
43;153;4;5001792.789592328
44;158;5;5001792.789592328
45;162;4;5001792.789592328
46;166;4;5001792.789592328
47;172;6;5001792.789592328
48;177;5;5001792.789592328
49;181;4;5001792.789592328
50;187;6;5001792.789592328
51;189;2;5001792.789592328
52;191;2;5001792.789592328
53;196;5;5001792.789592328
54;204;8;5001792.789592328
55;207;3;5001792.789592328
56;212;5;5001792.789592328
57;216;4;5001792.789592328
58;221;5;5001792.789592328
59;225;4;5001792.789592328
60;232;7;5001792.789592328
61;237;5;5001792.789592328
62;242;5;5001792.789592328
63;243;1;5001792.789592328
64;247;4;5001792.789592328
65;252;5;5001792.789592328
66;257;5;5001792.789592328
67;260;3;5001792.789592328
68;266;6;5001792.789592328
69;271;5;5001792.789592328
70;276;5;5001792.789592328
71;281;5;5001792.789592328
72;284;3;5001792.789592328
73;289;5;5001792.789592328
74;293;4;5001792.789592328
75;299;6;5001792.789592328
76;300;1;5001792.789592328
77;303;3;5001792.789592328
78;307;4;5001792.789592328
79;310;3;5001792.789592328
80;314;4;5001792.789592328
81;318;4;5001792.789592328
82;323;5;5001792.789592328
83;331;8;5001792.789592328
84;336;5;5001792.789592328
85;344;8;5001792.789592328
86;351;7;5001792.789592328
87;358;7;5001792.789592328
88;359;1;5001792.789592328
89;367;8;5001792.789592328
90;372;5;5001792.789592328
91;375;3;5001792.789592328
92;381;6;5001792.789592328
93;386;5;5001792.789592328
94;390;4;5001792.789592328
95;393;3;5001792.789592328
96;398;5;5001792.789592328
97;401;3;5001792.789592328
98;404;3;5001792.789592328
99;408;4;5001792.789592328
100;413;5;5001792.789592328
101;419;6;5001792.789592328
102;422;3;5001792.789592328
103;423;1;5001792.789592328
104;428;5;5001792.789592328
105;432;4;5001792.789592328
106;437;5;5001792.789592328
107;439;2;5001792.789592328
108;443;4;5001792.789592328
109;448;5;5001792.789592328
110;451;3;5001792.789592328
111;455;4;5001792.789592328
112;456;1;5001792.789592328
113;460;4;5001792.789592328
114;466;6;5001792.789592328
115;471;5;5001792.789592328
116;477;6;5001792.789592328
117;481;4;5001792.789592328
118;482;1;5001792.789592328
119;488;6;5001792.789592328
120;496;8;5001792.789592328
121;502;6;5001792.789592328
122;507;5;5001792.789592328
123;513;6;5001792.789592328
124;521;8;5001792.789592328
125;527;6;5001792.789592328
126;532;5;5001792.789592328
127;536;4;5001792.789592328
128;546;10;5001792.789592328
129;547;1;5001792.789592328
130;552;5;5001792.789592328
131;555;3;5001792.789592328
132;556;1;5001792.789592328
133;558;2;5001792.789592328
134;559;1;5001792.789592328
135;559;0;5001792.789592328
136;562;3;5001792.789592328
137;566;4;5001792.789592328
138;569;3;5001792.789592328
139;572;3;5001792.789592328
140;574;2;5001792.789592328
141;578;4;5001792.789592328
142;584;6;5001792.789592328
143;591;7;5001792.789592328
144;592;1;5001792.789592328
145;596;4;5001792.789592328
146;600;4;5001792.789592328
147;602;2;5001792.789592328
148;606;4;5001792.789592328
149;606;0;5001792.789592328
150;611;5;5001792.789592328
151;613;2;5001792.789592328
152;614;1;5001792.789592328
153;614;0;5001792.789592328
154;619;5;5001792.789592328
155;625;6;5001776.505098846
156;626;1;5001776.505098846
157;631;5;5001649.598744506
158;639;8;5001649.598744506
159;644;5;5001649.598744506
160;649;5;5001649.598744506
161;657;8;5001649.598744506
162;658;1;5001649.598744506
163;668;10;5001649.598744506
164;675;7;5001649.598744506
165;676;1;5001649.598744506
166;691;15;5001649.598744506
167;704;13;5001649.598744506
168;715;11;5001649.598744506
169;717;2;5001649.598744506
170;722;5;5001649.598744506
171;725;3;5001649.598744506
172;735;10;5001649.598744506
173;740;5;5001649.598744506
174;743;3;5001649.598744506
175;752;9;5001649.598744506
176;769;17;5001649.598744506
177;771;2;5001649.598744506
178;782;11;5001649.598744506
179;801;19;5001649.598744506
180;802;1;5001649.598744506
181;803;1;5001649.598744506
182;809;6;5001649.598744506
183;814;5;5001649.598744506
184;815;1;5001649.598744506
185;827;12;5001649.598744506
186;832;5;5001649.598744506
187;839;7;5001649.598744506
188;844;5;5001649.598744506
189;851;7;5001649.598744506
190;862;11;5001649.598744506
191;864;2;5001649.598744506
192;869;5;5001649.598744506
193;872;3;5001649.598744506
194;882;10;5001649.598744506
195;885;3;5001649.598744506
196;892;7;5001649.598744506
197;894;2;5001649.598744506
198;900;6;5001649.598744506
199;903;3;5001649.598744506
200;906;3;5001649.598744506
