Index;Time point [ms];Iteration length [ms];Cost;0;1;2;3;4
0;8;8;2.000221492251922E7;2.000221492251922E7;2.000221492251922E7;2.000221492251922E7;2.000221492251922E7
1;10;2;2.0002203384270642E7;0.0;0.0;0.0
2;13;3;2.0002070372622207E7;0.5;0.0;NaN
3;15;2;2.0002070372622207E7;0.3333333333333333;2.0002180307773493E7;2.000218030777349E7
4;17;2;2.0002070372622207E7;0.25;2.0001439929125763E7;2.000194606829184E7
5;19;2;2.0002070372622207E7;0.2;2.000197316172335E7;2.000194143153976E7
6;22;3;2.0002070372622207E7;0.16666666666666666;2.0002113128499907E7;2.0001957040354315E7
7;24;2;2.0001997720187582E7;0.14285714285714285;2.0002154941354834E7;2.0001972403453022E7
8;28;4;1.8001878955424044E7;0.125;2.000216577003784E7;2.0001985082666572E7
9;30;2;1.8001878955424044E7;0.1111111111111111;2.000204757630229E7;2.0001952889712248E7
10;33;3;1.8001878955424044E7;0.1;1.720184753899601E7;1.8979653563438397E7
11;36;3;1.8001878955424044E7;0.09090909090909091;1.6280575666492224E7;1.8341223629840843E7
12;36;0;1.8001878955424044E7;0.08333333333333333;1.611087306597523E7;1.7929074252839305E7
13;37;1;1.8001878955424044E7;0.07692307692307693;1.623955897632777E7;1.7656795862485155E7
14;40;3;1.8001878955424044E7;0.07142857142857142;1.6475344097789153E7;1.747430115664145E7
15;43;3;1.8001878955424044E7;0.06666666666666667;1.6735905010070063E7;1.735121808268191E7
16;46;3;1.8001763193683285E7;0.0625;1.698647422376701E7;1.726843092041879E7
17;47;1;1.8001751874863837E7;0.058823529411764705;1.7213640880243223E7;1.7213527593258344E7
18;49;2;1.8001743053314064E7;0.05555555555555555;1.7413580797445774E7;1.7178203887349345E7
19;51;2;1.8001743053314064E7;0.05263157894736842;1.7586913263648603E7;1.7156850636053316E7
20;55;4;1.8001743053314064E7;0.05;1.773590381939199E7;1.714554581679442E7
21;58;3;1.8001743053314064E7;0.047619047619047616;1.7863383255189188E7;1.7141518812686972E7
22;62;4;1.8001743053314064E7;0.045454545454545456;1.7972193604197677E7;1.714278141465784E7
23;64;2;1.8001743053314064E7;0.043478260869565216;1.8064961504003216E7;1.714789048407518E7
24;67;3;1.8001743053314064E7;0.041666666666666664;1.81440148739776E7;1.715578743581977E7
25;69;2;1.8001743053314064E7;0.04;1.8211370854974177E7;1.7165688821753304E7
26;72;3;1.8001743053314064E7;0.038461538461538464;1.826875551548618E7;1.717701051928869E7
27;74;2;1.8001743053314064E7;0.037037037037037035;1.8317635769924928E7;1.7189314425130438E7
28;77;3;1.8001743053314064E7;0.03571428571428571;1.8359254029962417E7;1.7202270471048143E7
29;81;4;1.8001743053314064E7;0.034482758620689655;1.83946612241392E7;1.7215629228830177E7
30;83;2;1.8001743053314064E7;0.03333333333333333;1.842474640366731E7;1.7229201934368245E7
31;86;3;1.8001743053314064E7;0.03225806451612903;1.8450262431197286E7;1.7242845775389522E7
32;88;2;1.8001743053314064E7;0.03125;1.8471847854648724E7;1.725645295679863E7
33;89;1;1.8001743053314064E7;0.030303030303030304;1.849004532760191E7;1.7269942505979538E7
34;91;2;1.8001743053314064E7;0.029411764705882353;1.8505317022682276E7;1.7283254084916215E7
35;92;1;1.8001743053314064E7;0.02857142857142857;1.851805748473903E7;1.7296343285457198E7
