Index;Time point [ms];Iteration length [ms];Cost;0;1;2;3;4
0;6;6;2.2002930773176853E7;2.2002930773176853E7;2.2002930773176853E7;2.2002930773176853E7;2.2002930773176853E7
1;8;2;2.200290867520318E7;0.0;0.0;0.0
2;10;2;2.200290867520318E7;0.5;0.0;NaN
3;18;8;2.2002413921736944E7;0.3333333333333333;2.200286447925584E7;2.2002864479255844E7
4;20;2;2.200241275507645E7;0.25;2.2002974969124194E7;2.2002882894233897E7
5;27;7;2.0002490581467807E7;0.2;2.200094801471358E7;2.2002247817318134E7
6;33;6;1.9002427110087126E7;0.16666666666666666;2.200164975337262E7;2.2002102644212507E7
7;38;5;1.9002351834976766E7;0.14285714285714285;1.728800717475041E7;2.038309206957467E7
8;43;5;1.900227241610162E7;0.125;1.521671216261447E7;1.896641980298118E7
9;49;6;1.900227241610162E7;0.1111111111111111;1.5573823981091157E7;1.8252100337001026E7
10;57;8;1.8002284812918853E7;0.1;1.6388023927363906E7;1.7879827262832966E7
11;63;6;1.8002256542966284E7;0.09090909090909091;1.7172003278616674E7;1.7686873473846443E7
12;66;3;1.8002252487400223E7;0.08333333333333333;1.6729614420168778E7;1.7183838051690273E7
13;72;6;1.8002252487400223E7;0.07692307692307693;1.6754095085369809E7;1.686448153534818E7
14;77;5;1.8002252487400223E7;0.07142857142857142;1.6961397767520912E7;1.6661347274193473E7
15;81;4;1.8002252487400223E7;0.06666666666666667;1.7226545935961664E7;1.6533874970832217E7
16;87;6;1.8002252487400223E7;0.0625;1.749469096471043E7;1.6456771577435162E7
17;92;5;1.8002252487400223E7;0.058823529411764705;1.7742941149230093E7;1.6413778787057228E7
18;93;1;1.8002252487400223E7;0.05555555555555555;1.796318898809879E7;1.6394176274168793E7
19;99;6;1.8002252487400223E7;0.05263157894736842;1.8154115293166924E7;1.6390742135623889E7
20;108;9;1.8001905717046224E7;0.05;1.831738248114577E7;1.6398522541034872E7
21;111;3;1.8001905717046224E7;0.047619047619047616;1.8455806643001493E7;1.641406751450358E7
22;118;7;1.8001905717046224E7;0.045454545454545456;1.8572312368633173E7;1.6434873389432494E7
23;123;5;1.8001905717046224E7;0.043478260869565216;1.86701131368026E7;1.6459288749014542E7
24;126;3;1.8001905717046224E7;0.041666666666666664;1.875190200498615E7;1.6486066089102253E7
25;129;3;1.8001905717046224E7;0.04;1.882004671266161E7;1.6514303954329435E7
26;132;3;1.8001905717046224E7;0.038461538461538464;1.8876591549531322E7;1.6543348566179236E7
27;136;4;1.8001905717046224E7;0.037037037037037035;1.892328330884438E7;1.6572725197054686E7
28;138;2;1.8001905717046224E7;0.03571428571428571;1.8961605916939065E7;1.6602089679069467E7
29;141;3;1.8001905717046224E7;0.034482758620689655;1.899281621104444E7;1.6631193743711798E7
30;144;3;1.8001905717046224E7;0.03333333333333333;1.9017977410662368E7;1.6659859990092613E7
31;156;12;1.8001905717046224E7;0.03225806451612903;1.9037988915255554E7;1.668796363851122E7
32;159;3;1.8001905717046224E7;0.03125;1.9053612105375625E7;1.6715419119200747E7
33;162;3;1.8001905717046224E7;0.030303030303030304;1.9065492320629116E7;1.6742170141839515E7
34;165;3;1.8001905717046224E7;0.029411764705882353;1.9074177398337632E7;1.676818229424248E7
35;172;7;1.8001905717046224E7;0.02857142857142857;1.908013322125282E7;1.6793437494509496E7
36;175;3;1.8001905717046224E7;0.027777777777777776;1.9083756715802293E7;1.6817929812051304E7
37;179;4;1.8001905717046224E7;0.02702702702702703;1.908538670354078E7;1.6841662306809407E7
38;183;4;1.8001905717046224E7;0.02631578947368421;1.9085312958274044E7;1.686464463073376E7
